season,source_family,source_file_family,source_field,registry_status,presence,source_files
2020-21,player_season,players_stats,expectedGoalsFreekick,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,expectedGoalsOnTarget,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,expectedGoalsOnTargetConceded,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,fiftyFifty,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,forwardPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,foulAttemptedTackle,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,foulWonPenalty,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,freekickTotal,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,gamesPlayed,exposed,PRESENT,20
2020-21,player_season,players_stats,gkSuccessfulDistribution,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,gkUnsuccessfulDistribution,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,goalAssists,exposed,PRESENT,20
2020-21,player_season,players_stats,goalKicks,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,goalkeeperSmother,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,goals,exposed,PRESENT,20
2020-21,player_season,players_stats,goalsConceded,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,goalsConcededInsideBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,goalsConcededOutsideBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,groundDuels,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,groundDuelsLost,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,groundDuelsWon,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,handballsConceded,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,headedGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,hitWoodwork,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,homeGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,iboxBlocked,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,iboxTarget,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,interceptions,exposed,PRESENT,20
2020-21,player_season,players_stats,keyPassesAttemptAssists,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,lastPlayerTackle,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,leftFootGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,leftsidePasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,nationality,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,oboxBlocked,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,oboxTarget,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,offsides,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,openPlayPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,otherGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,overruns,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,ownGoalScored,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,penaltiesConceded,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,penaltiesFaced,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,penaltiesSaved,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,penaltiesTaken,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,penaltyGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,penaltyGoalsConceded,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,playerId,exposed,PRESENT,20
2020-21,player_season,players_stats,playerName,retained,PRESENT,20
2020-21,player_season,players_stats,position,retained,PRESENT,20
2020-21,player_season,players_stats,punches,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,putthroughBlockedDistribution,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,putthroughBlockedDistributionWon,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,recoveries,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,redCards2ndYellow,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,rightFootGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,rightsidePasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,savesFromPenalty,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,savesMade,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,savesMadeCaught,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,savesMadeFromInsideBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,savesMadeFromOutsideBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,savesMadeParried,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,season,exposed,PRESENT,20
2020-21,player_season,players_stats,secondGoalAssists,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,setPiecesGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,shotsBlockedInBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,shotsBlockedOutsideBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,shotsOffTargetIncWoodwork,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,shotsOnTargetInBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,shotsOnTargetIncGoals,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,shotsOnTargetOutsideBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,starts,exposed,PRESENT,20
2020-21,player_season,players_stats,straightRedCards,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,substituteOff,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,substituteOn,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulCornersIntoBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulCrossesAndCorners,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulCrossesOpenPlay,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulDribbles,exposed,PRESENT,20
2020-21,player_season,players_stats,successfulFiftyFifty,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulLaunches,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulLayoffs,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulLongPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulPassesOppositionHalf,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulPassesOwnHalf,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,successfulShortPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,tacklesLost,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,tacklesWon,exposed,PRESENT,20
2020-21,player_season,players_stats,team_id,exposed,PRESENT,20
2020-21,player_season,players_stats,team_name,retained,PRESENT,20
2020-21,player_season,players_stats,throughBalls,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,throwInsToOppositionPlayer,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,throwInsToOwnPlayer,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,timePlayed,exposed,PRESENT,20
2020-21,player_season,players_stats,timesTackled,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalClearances,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalFoulsConceded,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalFoulsWon,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalLossesOfPossession,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalRedCards,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalShots,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalTackles,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalTouchesInOppositionBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,totalUnsuccessfulPassesExclCrossesAndCorners,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,touches,exposed,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulCornersIntoBox,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulCrossesAndCorners,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulCrossesOpenPlay,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulDribbles,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulLaunches,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulLayoffs,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulLongPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulPassesOwnHalf,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,unsuccessfulShortPasses,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,winningGoal,UNCATALOGUED,PRESENT,20
2020-21,player_season,players_stats,yellowCards,UNCATALOGUED,PRESENT,20
2020-21,squad,squad,age,retained,PRESENT,20
2020-21,squad,squad,birthCountry,exposed,PRESENT,20
2020-21,squad,squad,birthDate,exposed,PRESENT,20
2020-21,squad,squad,displayName,retained,PRESENT,20
2020-21,squad,squad,firstName,retained,PRESENT,20
2020-21,squad,squad,height_cm,exposed,PRESENT,20
2020-21,squad,squad,isoCode,exposed,PRESENT,20
2020-21,squad,squad,joinDate,exposed,PRESENT,20
2020-21,squad,squad,lastName,retained,PRESENT,20
2020-21,squad,squad,nationality,exposed,PRESENT,20
2020-21,squad,squad,onLoan,exposed,PRESENT,20
2020-21,squad,squad,playerId,exposed,PRESENT,20
2020-21,squad,squad,position,retained,PRESENT,20
2020-21,squad,squad,preferredFoot,exposed,PRESENT,20
2020-21,squad,squad,shirtNumber,retained,PRESENT,20
2020-21,squad,squad,weight_kg,exposed,PRESENT,20
2021-22,team_match,events_stats,accurateBackZonePass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateChippedPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateCornersIntobox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateCross,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateCrossNocorner,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateFlickOn,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateFreekickCross,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateFwdZonePass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateGoalKicks,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateKeeperSweeper,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateKeeperThrows,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateLaunches,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateLayoffs,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateLongBalls,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accuratePass,exposed,PRESENT,20
2021-22,team_match,events_stats,accuratePullBack,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateThroughBall,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,accurateThrows,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,aerialLost,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,aerialWon,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attAssistOpenplay,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attAssistSetplay,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attCorner,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attFastbreak,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attFreekickGoal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attFreekickMiss,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attFreekickPost,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attFreekickTarget,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attFreekickTotal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attIboxOwnGoal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attLgCentre,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attLgLeft,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attLgRight,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attOboxOwnGoal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attObxdLeft,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attObxdRight,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attOneOnOne,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attOpenplay,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPenGoal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPenMiss,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPenPost,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPenTarget,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPostHigh,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPostLeft,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attPostRight,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attSetpiece,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attemptedTackleFoul,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attemptsConcededIbox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attemptsConcededObox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attemptsIbox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attemptsObox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,attendance,retained,PRESENT,20
2021-22,team_match,events_stats,backwardPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ballRecovery,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,bigChanceCreated,exposed,PRESENT,20
2021-22,team_match,events_stats,bigChanceMissed,exposed,PRESENT,20
2021-22,team_match,events_stats,bigChanceScored,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,blockedCross,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,blockedPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,blockedScoringAtt,exposed,PRESENT,20
2021-22,team_match,events_stats,challengeLost,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,clearanceOffLine,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,contentiousDecision,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,cornerTaken,exposed,PRESENT,20
2021-22,team_match,events_stats,crosses18yard,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,crosses18yardplus,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,defenderGoals,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,dispossessed,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,divingSave,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,duelLost,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,duelWon,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,effectiveBlockedCross,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,effectiveClearance,exposed,PRESENT,20
2021-22,team_match,events_stats,effectiveHeadClearance,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,errorLeadToGoal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,errorLeadToShot,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,expectedAssists,exposed,PRESENT,20
2021-22,team_match,events_stats,expectedGoals,exposed,PRESENT,20
2021-22,team_match,events_stats,expectedGoalsFreekick,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,expectedGoalsOnTarget,exposed,PRESENT,20
2021-22,team_match,events_stats,expectedGoalsOnTargetConceded,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,fiftyFifty,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,finalThirdEntries,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,fkFoulLost,exposed,PRESENT,20
2021-22,team_match,events_stats,fkFoulWon,exposed,PRESENT,20
2021-22,team_match,events_stats,forwardGoals,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,foulThrowIn,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,fouledFinalThird,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,freekickCross,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,freekickTotal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,fwdPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,gameweek,exposed,PRESENT,20
2021-22,team_match,events_stats,goalAssist,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalAssistDeadball,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalAssistIntentional,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalAssistOpenplay,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalAssistSetplay,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalFastbreak,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalKicks,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goalsAgainst,retained,PRESENT,20
2021-22,team_match,events_stats,goalsFor,retained,PRESENT,20
2021-22,team_match,events_stats,goalsOpenplay,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,goodHighClaim,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ground,retained,PRESENT,20
2021-22,team_match,events_stats,halfTimeAgainst,retained,PRESENT,20
2021-22,team_match,events_stats,halfTimeFor,retained,PRESENT,20
2021-22,team_match,events_stats,handBall,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,headClearance,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,hitWoodwork,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,interception,exposed,PRESENT,20
2021-22,team_match,events_stats,interceptionWon,exposed,PRESENT,20
2021-22,team_match,events_stats,interceptionsInBox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,keeperGoals,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,keeperThrows,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,kickoff,exposed,PRESENT,20
2021-22,team_match,events_stats,leftsidePass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,longPassOwnToOpp,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,longPassOwnToOppSuccess,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,lostCorners,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,matchId,exposed,PRESENT,20
2021-22,team_match,events_stats,midfielderGoals,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,offtargetAttAssist,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ontargetAttAssist,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ontargetScoringAtt,exposed,PRESENT,20
2021-22,team_match,events_stats,openPlayPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,opponent,exposed,PRESENT,20
2021-22,team_match,events_stats,opponent_id,exposed,PRESENT,20
2021-22,team_match,events_stats,outfielderBlock,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,overrun,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ownGoals,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,passesLeft,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,passesRight,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,penAreaEntries,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,penGoalsConceded,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,penaltyConceded,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,penaltyFaced,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,penaltySave,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,penaltyWon,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,possLostAll,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,possLostCtrl,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,possWonAtt3rd,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,possWonDef3rd,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,possWonMid3rd,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,possessionPercentage,exposed,PRESENT,20
2021-22,team_match,events_stats,postScoringAtt,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ptsDroppedWinningPos,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,ptsGainedLosingPos,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,punches,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,putThrough,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,redCard,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,redCardsAgainst,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,redCardsFor,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,result,retained,PRESENT,20
2021-22,team_match,events_stats,rightsidePass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,savedIbox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,savedObox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,saves,exposed,PRESENT,20
2021-22,team_match,events_stats,secondYellow,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,shieldBallOop,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,shotFastbreak,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,shotOffTarget,exposed,PRESENT,20
2021-22,team_match,events_stats,sixYardBlock,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,subsGoals,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,subsMade,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,successfulFiftyFifty,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,successfulFinalThirdPasses,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,successfulOpenPlayPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,successfulPutThrough,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,team,exposed,PRESENT,20
2021-22,team_match,events_stats,team_id,exposed,PRESENT,20
2021-22,team_match,events_stats,totalAttAssist,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalBackZonePass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalChippedPass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalClearance,exposed,PRESENT,20
2021-22,team_match,events_stats,totalContest,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalCornersIntobox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalCross,exposed,PRESENT,20
2021-22,team_match,events_stats,totalCrossNocorner,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalFastbreak,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalFinalThirdPasses,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalFlickOn,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalFwdZonePass,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalHighClaim,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalKeeperSweeper,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalLaunches,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalLayoffs,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalLongBalls,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalOffside,exposed,PRESENT,20
2021-22,team_match,events_stats,totalPass,exposed,PRESENT,20
2021-22,team_match,events_stats,totalPullBack,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalRedCard,exposed,PRESENT,20
2021-22,team_match,events_stats,totalScoringAtt,exposed,PRESENT,20
2021-22,team_match,events_stats,totalTackle,exposed,PRESENT,20
2021-22,team_match,events_stats,totalThroughBall,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalThrows,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,totalYelCard,exposed,PRESENT,20
2021-22,team_match,events_stats,touches,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,touchesInOppBox,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,unsuccessfulTouch,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,venue,exposed,PRESENT,20
2021-22,team_match,events_stats,winningGoal,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,wonContest,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,wonCorners,UNCATALOGUED,PRESENT,20
2021-22,team_match,events_stats,wonTackle,exposed,PRESENT,20
2021-22,team_match,events_stats,yellowCard,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,accurateCross,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,accurateKeeperSweeper,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,accurateLongBalls,exposed,PRESENT,20
2021-22,player_match,players_match_stats,accurateOppositionHalfPasses,exposed,PRESENT,20
2021-22,player_match,players_match_stats,accurateOwnHalfPasses,exposed,PRESENT,20
2021-22,player_match,players_match_stats,accuratePass,exposed,PRESENT,20
2021-22,player_match,players_match_stats,aerialLost,exposed,PRESENT,20
2021-22,player_match,players_match_stats,aerialWon,exposed,PRESENT,20
2021-22,player_match,players_match_stats,ballCarriesCount,exposed,PRESENT,20
2021-22,player_match,players_match_stats,ballRecovery,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,bigChanceCreated,exposed,PRESENT,20
2021-22,player_match,players_match_stats,bigChanceMissed,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,blockedScoringAttempt,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,challengeLost,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,clearanceOffLine,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,crossNotClaimed,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,dispossessed,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,duelLost,exposed,PRESENT,20
2021-22,player_match,players_match_stats,duelWon,exposed,PRESENT,20
2021-22,player_match,players_match_stats,errorLeadToAGoal,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,errorLeadToAShot,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,fouls,UNCATALOGUED,PRESENT,20
2021-22,player_match,players_match_stats,gameweek,exposed,PRESENT,20
